% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=638000, Sun Apr 10 00:44:10 2022, <python>{}</python>
1 9 0.24542572942775373 1.0000416675347343 -0.002290495454047326 -2.2904954540473258e-03 -0.0018121768846857504 -0.0015215186820484831   
2 18 0.28486659792490426 1.2692549724322637 -0.0030533772913191263 -3.0533772913191263e-03 -0.002158110179109716 -0.0018057300204459906   
3 27 0.292342634840644 1.550497643422878 -0.0030533772913191263 -2.9156696944788764e-03 -0.0027017877434985186 -0.0023667027142552574   
4 36 0.33035217136672423 1.7837950149033728 -0.0036849752344482976 -3.6849752344482976e-03 -0.002847868672464818 -0.0022274212157100057   
5 45 0.37945573217249606 2.035273957156439 -0.004182640575881448 -4.1826405758814481e-03 -0.003057903791459921 -0.0022932986206854397   
6 54 0.419129874315967 2.3471272132578904 -0.004390911646598838 -4.3909116465988378e-03 -0.0037614336643813917 -0.0028948264878678343   
7 63 0.46075302241586064 2.553833630924503 -0.00479825009024833 -4.7982500902483301e-03 -0.00401764663867497 -0.003386125404187014   
8 72 0.5319294464241593 2.7141850874724174 -0.004966759593843188 -4.9667595938431876e-03 -0.004282321736151964 -0.003376226581343152   
9 81 0.5908852037548691 2.767826896848028 -0.004966759593843188 -4.7780751763734780e-03 -0.003718216351187629 -0.0014092966010151751   
10 90 0.6066393198724608 2.76088720137628 -0.0051696074369517245 -5.1696074369517245e-03 -0.004230494617333554 -0.0017305894168654391   
11 99 0.5675592244951495 2.8435604814158832 -0.005205931265419458 -5.2059312654194577e-03 -0.004621713697649365 -0.002616933024287848   
12 108 0.5672324899249817 2.796942446669804 -0.005332858157311909 -5.3328581573119094e-03 -0.004737982772197245 -0.003473362336143265   
13 117 0.6473063874928703 2.7264387656679103 -0.005931903072312155 -5.9319030723121551e-03 -0.004861433969987294 -0.0023390501586049873   
14 126 0.6183283221448856 2.64511510933719 -0.005931903072312155 -5.7556969510553849e-03 -0.004856312507767229 -0.0019032487408230901   
15 135 0.6785955273839127 2.721871502488447 -0.0063736913699006525 -6.3736913699006525e-03 -0.005087619046216286 -0.003210338801674999   
16 144 0.7731000590233762 2.4721090853638956 -0.006688337905140788 -6.6883379051407878e-03 -0.005337445623576503 -0.0035553116363664025   
17 153 0.8739766587676265 2.6634664137919986 -0.006832982280606786 -6.8329822806067857e-03 -0.0047887669747351015 -0.0028770096053928815   
18 162 0.8717829778647707 2.9141294153279924 -0.006832982280606786 -5.9680998450012505e-03 -0.005317737258672267 -0.003158984145519359   
19 171 0.8642106951133631 3.0491586476845067 -0.006832982280606786 -6.4036873721001926e-03 -0.005711061381886914 -0.0040504577589814475   
20 180 0.887444655886347 3.047243687560133 -0.006832982280606786 -5.4055183053524948e-03 -0.004295752201677678 -0.0025904852366848887   
21 189 0.8920671360857247 2.9317648702719885 -0.006832982280606786 -5.3945884588737607e-03 -0.00342229889150222 -0.001481947093812757   
22 198 0.7093886435945201 2.9446115991845803 -0.006832982280606786 -6.7614165091846590e-03 -0.004697712782981516 -0.0026362394671442593   
