% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=638000, Sun Apr 10 00:44:10 2022
1 9 -0.12729963208381423 -0.004689467505012536 0.014370700816745205 0.09612751704095322 1 1 1 1 1 1
2 18 -0.12075140805483071 -0.0257871941102475 0.007660400201079885 0.07388795542405838 1 1 1 1 1 1
3 27 -0.213403829853155 -0.002742011194514794 0.008460626202751894 0.11458382523860303 1 1 1 1 1 1
4 36 -0.2745730249025125 -0.0050896342974854816 0.005849458225570211 0.15382885649071248 1 1 1 1 1 1
5 45 -0.3016260136221933 -0.002429910546885702 0.00140232751623099 0.2917266305397408 1 1 1 1 1 1
6 54 -0.25558944442512166 -0.007404356235887887 0.013632901343815984 0.3815366902047002 1 1 1 1 1 1
7 63 -0.2531260810123356 -0.0052164224319818635 0.05948934262765777 0.4640928051114848 1 1 1 1 1 1
8 72 -0.3379681152443303 -0.02382997276653715 0.1802377864568691 0.5199607724929427 1 1 1 1 1 1
9 81 -0.36468138229429464 -0.005995792838597374 0.09048086973009735 0.47062944224504505 1 1 1 1 1 1
10 90 -0.3668746596614343 -0.007817662905813543 0.09551105643816726 0.5157755125222147 1 1 1 1 1 1
11 99 -0.4212737469817621 -0.02678822656288365 0.07268652168616196 0.5267539800502093 1 1 1 1 1 1
12 108 -0.3998528113948976 -0.016030027655715137 0.03384340199538733 0.502700089979294 1 1 1 1 1 1
13 117 -0.4580612388096478 -0.002048742298808628 0.02297424984365311 0.5111736094396173 1 1 1 1 1 1
14 126 -0.46322862545370874 -0.032234208296085164 0.018374169691890613 0.5532135078001179 1 1 1 1 1 1
15 135 -0.4261641730983171 -0.047710546363092625 0.09511953105434805 0.44384065857577953 1 1 1 1 1 1
16 144 -0.43585876024557424 -0.0038334893910605588 0.101887477198547 0.41208040110545685 1 1 1 1 1 1
17 153 -0.39705108513541093 -0.054481643663591275 0.010628519132577976 0.4795472458332175 1 1 1 1 1 1
18 162 -0.4361289882599239 -0.05403738013798368 0.022990677395399783 0.47196879916059153 1 1 1 1 1 1
19 171 -0.37973717538872837 -0.010742492530076956 0.03065308443567732 0.3936880603133673 1 1 1 1 1 1
20 180 -0.3151563078459441 -0.002218031944832041 0.008661733338466284 0.34304320179365827 1 1 1 1 1 1
21 189 -0.2554060349455245 -0.037325723664135044 0.04851775286384076 0.34066885107287326 1 1 1 1 1 1
22 198 -0.2565571411111017 -0.04071324021686132 0.04837819681224416 0.36154205831532316 1 1 1 1 1 1
23 207 -0.24905505247875256 -0.0376881541366165 0.13343299132190017 0.3911144057852804 1 1 1 1 1 1
24 216 -0.18811979727498057 -0.039672314335095576 0.019745815195069676 0.3748180701586319 1 1 1 1 1 1
25 225 -0.1443766273859187 -0.05753087665338075 0.0029835327482980126 0.3694338030005151 1 1 1 1 1 1
26 234 -0.2125245739267081 -0.025137724393036732 0.01511774518074388 0.3655612638407577 1 1 1 1 1 1
27 243 -0.20094169997534 -0.019713628687328226 0.011865673229209157 0.3302450500005873 1 1 1 1 1 1
28 252 -0.23963693907010603 -0.015581289312058029 0.013890030434467522 0.32316184938792347 1 1 1 1 1 1
29 261 -0.2567864426434284 -0.004853228807103568 0.030000230721816314 0.345363039431177 1 1 1 1 1 1
30 270 -0.23396223854367149 -0.13758959349501032 0.006628823422582925 0.3852992390389574 1 1 1 1 1 1
31 279 -0.23522372744013748 -0.032856884531043504 0.009081356757688583 0.36223810404708734 1 1 1 1 1 1
32 288 -0.19931934890799202 -0.022421995916242207 0.034645132210342815 0.31182768671399874 1 1 1 1 1 1
33 297 -0.1669625152311412 -0.08798479726441474 0.011429401479101355 0.33157123563245516 1 1 1 1 1 1
34 306 -0.14157642289663697 -0.05696468099585695 0.0306195793606564 0.3259619185501123 1 1 1 1 1 1
35 315 -0.15289851191769482 -0.0741052482389088 0.047051462387860635 0.3602532459598728 1 1 1 1 1 1
36 324 -0.15451294921479664 -0.03855534056093627 0.09020936783736686 0.33736288550742527 1 1 1 1 1 1
37 333 -0.2061068479237965 -0.00727674944001995 0.008332591208892145 0.3408241861983496 1 1 1 1 1 1
38 342 -0.25235872740267484 -0.020693897246741276 0.08050468785911188 0.43557631726863094 1 1 1 1 1 1
